guid,voucher_type,vch_no,vch_date,ledger_name,amount,dr_cr,narration,entered_at
BV00921,Purchase,921,10-Jul-2026,Shree Saurashtra Biomass LLP,757854.8,Dr,stalk purchase,10-Jul-2026
BV00922,Purchase,922,10-Jul-2026,Dwarka Desai Krishi Udyog,660206.4,Dr,stalk purchase,10-Jul-2026
BV00923,Purchase,923,23-Jul-2026,Om Sabar Agro Exports,3505950.0,Dr,pellets purchase,23-Jul-2026
BV00924,Purchase,924,10-Aug-2026,New Gohil Biomass LLP,554829.0,Dr,husk purchase,10-Aug-2026
BV00925,Purchase,925,08-Aug-2026,Dwarka Gohil Pellet Works,467916.8,Dr,husk purchase,08-Aug-2026
BV00926,Purchase,926,17-Aug-2026,Om Chudasama Bioenergy,559218.1,Dr,husk purchase,17-Aug-2026
BV00927,Purchase,927,15-Aug-2026,Somnath Sabar Biofuels,530669.4,Dr,husk purchase,15-Aug-2026
BV00928,Purchase,928,16-Aug-2026,Dwarka Gohil Pellet Works,529631.2,Dr,husk purchase,16-Aug-2026
BV00929,Purchase,929,02-Aug-2026,Jay Sabar Agri Residue LLP,568566.9,Dr,husk purchase,02-Aug-2026
BV00930,Purchase,930,11-Aug-2026,Maa Girnar Krishi Udyog,506304.0,Dr,husk purchase,11-Aug-2026
BV00931,Purchase,931,11-Aug-2026,Jay Sabar Agri Residue LLP,515207.4,Dr,husk purchase,11-Aug-2026
BV00932,Purchase,932,24-Aug-2026,Dwarka Girnar Trading Company,519923.5,Dr,husk purchase,24-Aug-2026
BV00933,Purchase,933,27-Aug-2026,Jay Bhal Agri Residue LLP,591944.1,Dr,husk purchase,27-Aug-2026
BV00934,Purchase,934,20-Aug-2026,Maa Kathiawad Biomass LLP,511619.0,Dr,husk purchase,20-Aug-2026
BV00935,Purchase,935,15-Aug-2026,Shree Girnar Krishi Udyog,544612.2,Dr,husk purchase,15-Aug-2026
BV00936,Purchase,936,26-Aug-2026,Jay Sabar Agri Residue LLP,616308.7,Dr,husk purchase,26-Aug-2026
BV00937,Purchase,937,02-Aug-2026,Shree Girnar Krishi Udyog,514796.7,Dr,husk purchase,02-Aug-2026
BV00938,Purchase,938,07-Aug-2026,Jay Sabar Agri Residue LLP,543884.0,Dr,husk purchase,07-Aug-2026
BV00939,Purchase,939,26-Aug-2026,Dwarka Desai Agri Residue LLP,576142.6,Dr,husk purchase,26-Aug-2026
BV00940,Purchase,940,16-Aug-2026,Sardar Sabar Agri Residue LLP,554230.1,Dr,husk purchase,16-Aug-2026
BV00941,Purchase,941,17-Aug-2026,Somnath Sabar Biofuels,537615.0,Dr,husk purchase,17-Aug-2026
BV00942,Purchase,942,06-Aug-2026,Jay Sabar Biofuels,517873.3,Dr,husk purchase,06-Aug-2026
BV00943,Purchase,943,25-Aug-2026,Om Chudasama Bioenergy,569011.2,Dr,husk purchase,25-Aug-2026
BV00944,Purchase,944,17-Aug-2026,Somnath Bhadar Biomass LLP,465053.4,Dr,husk purchase,17-Aug-2026
BV00945,Purchase,945,27-Aug-2026,Sardar Sabar Agri Residue LLP,484483.2,Dr,husk purchase,27-Aug-2026
BV00946,Purchase,946,22-Aug-2026,New Gohil Biomass LLP,829426.5,Dr,stalk purchase,22-Aug-2026
BV00947,Purchase,947,19-Aug-2026,Shree Saurashtra Biomass LLP,816408.0,Dr,stalk purchase,19-Aug-2026
BV00948,Purchase,948,05-Aug-2026,Dwarka Gohil Pellet Works,797048.0,Dr,stalk purchase,05-Aug-2026
BV00949,Purchase,949,06-Aug-2026,Dwarka Ambaji Trading Company,712947.2,Dr,stalk purchase,06-Aug-2026
BV00950,Purchase,950,12-Aug-2026,Somnath Girnar Biofuels,971474.0,Dr,stalk purchase,12-Aug-2026
BV00951,Purchase,951,25-Aug-2026,Somnath Girnar Biofuels,806941.6,Dr,stalk purchase,25-Aug-2026
BV00952,Purchase,952,21-Aug-2026,Om Sabar Trading Company,2348533.2,Dr,pellets purchase,21-Aug-2026
BV00953,Purchase,953,18-Aug-2026,Maa Kutch Biomass LLP,2303241.6,Dr,pellets purchase,18-Aug-2026
BV00954,Sales,954,20-Apr-2023,Ukai TPS,7504067.81,Cr,supply against T-23-01,20-Apr-2023
BV00955,Sales,955,16-Apr-2023,Ukai TPS,7878537.24,Cr,supply against T-23-01,16-Apr-2023
BV00956,Sales,956,11-Apr-2023,Sikka TPS,4310068.2,Cr,supply against T-23-05,11-Apr-2023
BV00957,Credit Note,957,21-Apr-2023,Sikka TPS,2430358.8,Dr,GCV shortfall 2643 vs 3100,21-Apr-2023
BV00958,Sales,958,23-Apr-2023,Sikka TPS,9197581.7,Cr,supply against T-23-05,23-Apr-2023
BV00959,Sales,959,18-Apr-2023,Kutch,2643251.12,Cr,supply against C-23-20,18-Apr-2023
BV00960,Credit Note,960,24-Apr-2023,Kutch,1534150.88,Dr,GCV shortfall 2531 vs 3000,24-Apr-2023
BV00961,Sales,961,11-May-2023,Ukai TPS,6439024.96,Cr,supply against T-23-01,11-May-2023
BV00962,Credit Note,962,20-May-2023,Ukai TPS,434589.84,Dr,GCV shortfall 2904 vs 3100,20-May-2023
BV00963,Sales,963,23-May-2023,Ukai TPS,8110550.58,Cr,supply against T-23-01,23-May-2023
BV00964,Sales,964,02-Jun-2023,Sikka TPS,7587128.5,Cr,supply against T-23-05,02-Jun-2023
BV00965,Sales,965,17-May-2023,Sikka TPS,7422877.89,Cr,supply against T-23-05,17-May-2023
BV00966,Sales,966,22-May-2023,Kutch,4102469.84,Cr,supply against C-23-20,22-May-2023
BV00967,Credit Note,967,07-Jun-2023,Kutch,54034.56,Dr,GCV shortfall 2961 vs 3000,07-Jun-2023
BV00968,Sales,968,06-May-2023,Morbi Cluster,3623319.95,Cr,supply against C-23-08,06-May-2023
BV00969,Credit Note,969,17-May-2023,Morbi Cluster,320114.05,Dr,GCV shortfall 3124 vs 3400,17-May-2023
BV00970,Sales,970,11-May-2023,Ankleshwar,4414844.82,Cr,supply against C-23-12,11-May-2023
BV00971,Sales,971,15-Jun-2023,Ukai TPS,6645164.47,Cr,supply against T-23-01,15-Jun-2023
BV00972,Sales,972,23-Jun-2023,Ukai TPS,8418704.3,Cr,supply against T-23-01,23-Jun-2023
BV00973,Sales,973,09-Jun-2023,Sikka TPS,7126020.21,Cr,supply against T-23-05,09-Jun-2023
BV00974,Credit Note,974,30-Jun-2023,Sikka TPS,332002.29,Dr,GCV shortfall 2962 vs 3100,30-Jun-2023
BV00975,Sales,975,22-Jun-2023,Sikka TPS,6249888.65,Cr,supply against T-23-05,22-Jun-2023
BV00976,Credit Note,976,09-Jul-2023,Sikka TPS,522098.35,Dr,GCV shortfall 2861 vs 3100,09-Jul-2023
BV00977,Sales,977,08-Jun-2023,Kutch,4312059.36,Cr,supply against C-23-20,08-Jun-2023
BV00978,Sales,978,08-Jun-2023,Morbi Cluster,4057097.69,Cr,supply against C-23-08,08-Jun-2023
BV00979,Sales,979,22-Jun-2023,Ankleshwar,4281616.83,Cr,supply against C-23-12,22-Jun-2023
BV00980,Sales,980,09-Jul-2023,Ukai TPS,3992629.02,Cr,supply against T-23-01,09-Jul-2023
BV00981,Credit Note,981,20-Jul-2023,Ukai TPS,2664436.98,Dr,GCV shortfall 2479 vs 3100,20-Jul-2023
BV00982,Sales,982,29-Jul-2023,Ukai TPS,7126741.84,Cr,supply against T-23-01,29-Jul-2023
BV00983,Credit Note,983,19-Aug-2023,Ukai TPS,102610.16,Dr,GCV shortfall 3056 vs 3100,19-Aug-2023
BV00984,Sales,984,31-Jul-2023,Sikka TPS,5439689.24,Cr,supply against T-23-05,31-Jul-2023
BV00985,Sales,985,09-Jul-2023,Sikka TPS,4826138.45,Cr,supply against T-23-05,09-Jul-2023
BV00986,Credit Note,986,26-Jul-2023,Sikka TPS,139354.15,Dr,GCV shortfall 3013 vs 3100,26-Jul-2023
BV00987,Sales,987,28-Jul-2023,Sikka TPS,4738129.27,Cr,supply against T-23-05,28-Jul-2023
BV00988,Sales,988,16-Jul-2023,Kutch,4664765.57,Cr,supply against C-23-20,16-Jul-2023
BV00989,Sales,989,08-Jul-2023,Morbi Cluster,3412230.24,Cr,supply against C-23-08,08-Jul-2023
BV00990,Credit Note,990,26-Jul-2023,Morbi Cluster,531203.76,Dr,GCV shortfall 2942 vs 3400,26-Jul-2023
BV00991,Sales,991,03-Jul-2023,Ankleshwar,3966940.74,Cr,supply against C-23-12,03-Jul-2023
BV00992,Credit Note,992,11-Jul-2023,Ankleshwar,203465.26,Dr,GCV shortfall 3139 vs 3300,11-Jul-2023
BV00993,Sales,993,09-Jul-2023,Vapi,3484890.04,Cr,supply against C-23-16,09-Jul-2023
BV00994,Credit Note,994,30-Jul-2023,Vapi,63200.36,Dr,GCV shortfall 3143 vs 3200,30-Jul-2023
BV00995,Sales,995,25-Aug-2023,Ukai TPS,7488119.25,Cr,supply against T-23-01,25-Aug-2023
BV00996,Sales,996,30-Aug-2023,Ukai TPS,6843422.69,Cr,supply against T-23-01,30-Aug-2023
BV00997,Credit Note,997,06-Sep-2023,Ukai TPS,89456.51,Dr,GCV shortfall 3060 vs 3100,06-Sep-2023
BV00998,Sales,998,12-Aug-2023,Sikka TPS,7515601.12,Cr,supply against T-23-05,12-Aug-2023
BV00999,Sales,999,19-Aug-2023,Sikka TPS,7728845.22,Cr,supply against T-23-05,19-Aug-2023
BV01000,Sales,1000,27-Aug-2023,Kutch,4074759.81,Cr,supply against C-23-20,27-Aug-2023
BV01001,Credit Note,1001,08-Sep-2023,Kutch,81744.59,Dr,GCV shortfall 2941 vs 3000,08-Sep-2023
BV01002,Sales,1002,08-Aug-2023,Morbi Cluster,3615201.11,Cr,supply against C-23-08,08-Aug-2023
BV01003,Credit Note,1003,22-Aug-2023,Morbi Cluster,328232.89,Dr,GCV shortfall 3117 vs 3400,22-Aug-2023
BV01004,Sales,1004,05-Aug-2023,Ankleshwar,4322650.38,Cr,supply against C-23-12,05-Aug-2023
BV01005,Sales,1005,27-Aug-2023,Vapi,3652919.41,Cr,supply against C-23-16,27-Aug-2023
BV01006,Sales,1006,20-Sep-2023,Ukai TPS,6067378.65,Cr,supply against T-23-01,20-Sep-2023
BV01007,Credit Note,1007,03-Oct-2023,Ukai TPS,347653.35,Dr,GCV shortfall 2932 vs 3100,03-Oct-2023
BV01008,Sales,1008,26-Sep-2023,Ukai TPS,6905006.74,Cr,supply against T-23-01,26-Sep-2023
BV01009,Credit Note,1009,10-Oct-2023,Ukai TPS,566379.26,Dr,GCV shortfall 2865 vs 3100,10-Oct-2023
BV01010,Sales,1010,15-Sep-2023,Sikka TPS,7425635.32,Cr,supply against T-23-05,15-Sep-2023
BV01011,Credit Note,1011,07-Oct-2023,Sikka TPS,377574.68,Dr,GCV shortfall 2950 vs 3100,07-Oct-2023
BV01012,Sales,1012,18-Sep-2023,Sikka TPS,4109690.77,Cr,supply against T-23-05,18-Sep-2023
BV01013,Credit Note,1013,06-Oct-2023,Sikka TPS,2322237.23,Dr,GCV shortfall 2641 vs 3100,06-Oct-2023
BV01014,Sales,1014,12-Sep-2023,Kutch,4816544.51,Cr,supply against C-23-20,12-Sep-2023
BV01015,Sales,1015,15-Sep-2023,Morbi Cluster,3750113.03,Cr,supply against C-23-08,15-Sep-2023
BV01016,Credit Note,1016,06-Oct-2023,Morbi Cluster,153862.57,Dr,GCV shortfall 3266 vs 3400,06-Oct-2023
BV01017,Sales,1017,12-Sep-2023,Ankleshwar,4241176.53,Cr,supply against C-23-12,12-Sep-2023
BV01018,Sales,1018,26-Sep-2023,Vapi,3937816.72,Cr,supply against C-23-16,26-Sep-2023
BV01019,Sales,1019,16-Oct-2023,Ukai TPS,9766524.06,Cr,supply against T-23-01,16-Oct-2023
BV01020,Sales,1020,15-Oct-2023,Ukai TPS,6786569.63,Cr,supply against T-23-01,15-Oct-2023
BV01021,Sales,1021,10-Oct-2023,Sikka TPS,7368627.53,Cr,supply against T-23-05,10-Oct-2023
BV01022,Credit Note,1022,19-Oct-2023,Sikka TPS,283883.47,Dr,GCV shortfall 2985 vs 3100,19-Oct-2023
BV01023,Sales,1023,10-Oct-2023,Sikka TPS,6678991.9,Cr,supply against T-23-05,10-Oct-2023
BV01024,Sales,1024,11-Oct-2023,Kutch,4359815.22,Cr,supply against C-23-20,11-Oct-2023
BV01025,Sales,1025,25-Oct-2023,Morbi Cluster,4017650.18,Cr,supply against C-23-08,25-Oct-2023
BV01026,Sales,1026,16-Oct-2023,Ankleshwar,4397882.69,Cr,supply against C-23-12,16-Oct-2023
BV01027,Sales,1027,03-Oct-2023,Vapi,3339640.09,Cr,supply against C-23-16,03-Oct-2023
BV01028,Credit Note,1028,13-Oct-2023,Vapi,208450.31,Dr,GCV shortfall 3012 vs 3200,13-Oct-2023
BV01029,Sales,1029,18-Nov-2023,Ukai TPS,7682215.49,Cr,supply against T-23-01,18-Nov-2023
BV01030,Sales,1030,18-Nov-2023,Ukai TPS,6827883.48,Cr,supply against T-23-01,18-Nov-2023
BV01031,Sales,1031,18-Nov-2023,Sikka TPS,7637703.66,Cr,supply against T-23-05,18-Nov-2023
BV01032,Sales,1032,12-Nov-2023,Sikka TPS,6412367.16,Cr,supply against T-23-05,12-Nov-2023
BV01033,Credit Note,1033,22-Nov-2023,Sikka TPS,406959.84,Dr,GCV shortfall 2915 vs 3100,22-Nov-2023
BV01034,Sales,1034,17-Nov-2023,Kutch,4290002.79,Cr,supply against C-23-20,17-Nov-2023
BV01035,Sales,1035,23-Nov-2023,Morbi Cluster,4001024.87,Cr,supply against C-23-08,23-Nov-2023
BV01036,Sales,1036,10-Nov-2023,Ankleshwar,5024707.35,Cr,supply against C-23-12,10-Nov-2023
BV01037,Sales,1037,22-Nov-2023,Vapi,3518947.7,Cr,supply against C-23-16,22-Nov-2023
BV01038,Credit Note,1038,12-Dec-2023,Vapi,64958.3,Dr,GCV shortfall 3142 vs 3200,12-Dec-2023
BV01039,Sales,1039,26-Dec-2023,Ukai TPS,6980918.58,Cr,supply against T-23-01,26-Dec-2023
BV01040,Sales,1040,10-Dec-2023,Ukai TPS,7443253.53,Cr,supply against T-23-01,10-Dec-2023
BV01041,Credit Note,1041,25-Dec-2023,Ukai TPS,99762.47,Dr,GCV shortfall 3059 vs 3100,25-Dec-2023
BV01042,Sales,1042,27-Dec-2023,Sikka TPS,7190442.06,Cr,supply against T-23-05,27-Dec-2023
BV01043,Credit Note,1043,06-Jan-2024,Sikka TPS,368177.94,Dr,GCV shortfall 2949 vs 3100,06-Jan-2024
BV01044,Sales,1044,16-Dec-2023,Sikka TPS,6418870.81,Cr,supply against T-23-05,16-Dec-2023
BV01045,Credit Note,1045,29-Dec-2023,Sikka TPS,289996.19,Dr,GCV shortfall 2966 vs 3100,29-Dec-2023
BV01046,Sales,1046,12-Dec-2023,Kutch,3921933.78,Cr,supply against C-23-20,12-Dec-2023
BV01047,Credit Note,1047,25-Dec-2023,Kutch,213673.02,Dr,GCV shortfall 2845 vs 3000,25-Dec-2023
BV01048,Sales,1048,24-Dec-2023,Morbi Cluster,4029875.64,Cr,supply against C-23-08,24-Dec-2023
BV01049,Sales,1049,17-Dec-2023,Ankleshwar,4136284.5,Cr,supply against C-23-12,17-Dec-2023
BV01050,Credit Note,1050,29-Dec-2023,Ankleshwar,34121.5,Dr,GCV shortfall 3273 vs 3300,29-Dec-2023
BV01051,Sales,1051,22-Dec-2023,Vapi,3847934.93,Cr,supply against C-23-16,22-Dec-2023
BV01052,Sales,1052,29-Jan-2024,Ukai TPS,7943651.47,Cr,supply against T-23-01,29-Jan-2024
BV01053,Sales,1053,08-Jan-2024,Ukai TPS,7355528.43,Cr,supply against T-23-01,08-Jan-2024
BV01054,Sales,1054,18-Jan-2024,Sikka TPS,8217016.68,Cr,supply against T-23-05,18-Jan-2024
BV01055,Sales,1055,07-Jan-2024,Sikka TPS,6958784.02,Cr,supply against T-23-05,07-Jan-2024
BV01056,Sales,1056,13-Jan-2024,Kutch,4024881.76,Cr,supply against C-23-20,13-Jan-2024
BV01057,Credit Note,1057,04-Feb-2024,Kutch,131622.64,Dr,GCV shortfall 2905 vs 3000,04-Feb-2024
BV01058,Sales,1058,26-Jan-2024,Morbi Cluster,4287224.51,Cr,supply against C-23-08,26-Jan-2024
BV01059,Sales,1059,20-Jan-2024,Ankleshwar,3978314.57,Cr,supply against C-23-12,20-Jan-2024
BV01060,Credit Note,1060,26-Jan-2024,Ankleshwar,192091.43,Dr,GCV shortfall 3148 vs 3300,26-Jan-2024
BV01061,Sales,1061,27-Jan-2024,Vapi,3380071.35,Cr,supply against C-23-16,27-Jan-2024
BV01062,Credit Note,1062,05-Feb-2024,Vapi,203834.65,Dr,GCV shortfall 3018 vs 3200,05-Feb-2024
BV01063,Sales,1063,12-Feb-2024,Ukai TPS,7415423.88,Cr,supply against T-23-01,12-Feb-2024
BV01064,Credit Note,1064,19-Feb-2024,Ukai TPS,138902.12,Dr,GCV shortfall 3043 vs 3100,19-Feb-2024
BV01065,Sales,1065,19-Feb-2024,Ukai TPS,6863397.37,Cr,supply against T-23-01,19-Feb-2024
BV01066,Sales,1066,03-Mar-2024,Sikka TPS,7110534.17,Cr,supply against T-23-05,03-Mar-2024
BV01067,Sales,1067,11-Feb-2024,Sikka TPS,7508984.52,Cr,supply against T-23-05,11-Feb-2024
BV01068,Sales,1068,18-Feb-2024,Kutch,4350067.95,Cr,supply against C-23-20,18-Feb-2024
BV01069,Sales,1069,26-Feb-2024,Morbi Cluster,4170364.52,Cr,supply against C-23-08,26-Feb-2024
BV01070,Sales,1070,12-Feb-2024,Ankleshwar,4717886.0,Cr,supply against C-23-12,12-Feb-2024
BV01071,Sales,1071,26-Feb-2024,Vapi,3884050.21,Cr,supply against C-23-16,26-Feb-2024
BV01072,Sales,1072,16-Mar-2024,Ukai TPS,5802328.19,Cr,supply against T-23-01,16-Mar-2024
BV01073,Credit Note,1073,07-Apr-2024,Ukai TPS,491309.81,Dr,GCV shortfall 2858 vs 3100,07-Apr-2024
BV01074,Sales,1074,22-Mar-2024,Ukai TPS,7187080.62,Cr,supply against T-23-01,22-Mar-2024
BV01075,Credit Note,1075,28-Mar-2024,Ukai TPS,329771.58,Dr,GCV shortfall 2964 vs 3100,28-Mar-2024
BV01076,Sales,1076,29-Mar-2024,Sikka TPS,7297995.48,Cr,supply against T-23-05,29-Mar-2024
BV01077,Sales,1077,12-Mar-2024,Sikka TPS,6907175.69,Cr,supply against T-23-05,12-Mar-2024
BV01078,Credit Note,1078,18-Mar-2024,Sikka TPS,187670.11,Dr,GCV shortfall 3018 vs 3100,18-Mar-2024
BV01079,Sales,1079,08-Mar-2024,Kutch,4351460.42,Cr,supply against C-23-20,08-Mar-2024
BV01080,Sales,1080,20-Mar-2024,Morbi Cluster,4006065.01,Cr,supply against C-23-08,20-Mar-2024
BV01081,Sales,1081,10-Mar-2024,Ankleshwar,4440850.51,Cr,supply against C-23-12,10-Mar-2024
BV01082,Sales,1082,12-Mar-2024,Vapi,4142395.54,Cr,supply against C-23-16,12-Mar-2024
BV01083,Sales,1083,08-Apr-2024,Morbi Cluster,4487395.93,Cr,supply against C-23-08,08-Apr-2024
BV01084,Sales,1084,10-Apr-2024,Ankleshwar,4603875.47,Cr,supply against C-23-12,10-Apr-2024
BV01085,Sales,1085,06-Apr-2024,Vapi,3760975.82,Cr,supply against C-23-16,06-Apr-2024
BV01086,Sales,1086,14-Apr-2024,Ukai TPS,11126612.74,Cr,supply against T-24-02,14-Apr-2024
BV01087,Credit Note,1087,30-Apr-2024,Ukai TPS,522323.26,Dr,GCV shortfall 2961 vs 3100,30-Apr-2024
BV01088,Sales,1088,17-Apr-2024,Sikka TPS,7534765.38,Cr,supply against T-24-06,17-Apr-2024
BV01089,Sales,1089,12-Apr-2024,Sikka TPS,6777426.3,Cr,supply against T-24-06,12-Apr-2024
BV01090,Credit Note,1090,24-Apr-2024,Sikka TPS,50660.0,Dr,GCV shortfall 3077 vs 3100,24-Apr-2024
BV01091,Sales,1091,26-Apr-2024,Kutch,1987226.3,Cr,supply against C-24-21,26-Apr-2024
BV01092,Credit Note,1092,02-May-2024,Kutch,962274.7,Dr,GCV shortfall 2695 vs 3000,02-May-2024
BV01093,Sales,1093,13-May-2024,Vapi,3332987.42,Cr,supply against C-23-16,13-May-2024
BV01094,Credit Note,1094,26-May-2024,Vapi,215102.98,Dr,GCV shortfall 3006 vs 3200,26-May-2024
BV01095,Sales,1095,19-May-2024,Ukai TPS,12731159.73,Cr,supply against T-24-02,19-May-2024
BV01096,Sales,1096,06-May-2024,Sikka TPS,7536157.89,Cr,supply against T-24-06,06-May-2024
BV01097,Sales,1097,08-May-2024,Sikka TPS,6221389.55,Cr,supply against T-24-06,08-May-2024
BV01098,Sales,1098,23-May-2024,Kutch,2790530.8,Cr,supply against C-24-21,23-May-2024
BV01099,Credit Note,1099,13-Jun-2024,Kutch,129452.6,Dr,GCV shortfall 2867 vs 3000,13-Jun-2024
BV01100,Sales,1100,15-May-2024,Morbi Cluster,3378397.78,Cr,supply against C-24-09,15-May-2024
BV01101,Credit Note,1101,04-Jun-2024,Morbi Cluster,169024.22,Dr,GCV shortfall 3238 vs 3400,04-Jun-2024
BV01102,Sales,1102,19-May-2024,Ankleshwar,3000355.43,Cr,supply against C-24-13,19-May-2024
BV01103,Credit Note,1103,28-May-2024,Ankleshwar,41479.57,Dr,GCV shortfall 3255 vs 3300,28-May-2024
BV01104,Sales,1104,25-Jun-2024,Vapi,3542467.09,Cr,supply against C-23-16,25-Jun-2024
BV01105,Credit Note,1105,07-Jul-2024,Vapi,41438.91,Dr,GCV shortfall 3163 vs 3200,07-Jul-2024
BV01106,Sales,1106,17-Jun-2024,Ukai TPS,11351387.76,Cr,supply against T-24-02,17-Jun-2024
BV01107,Credit Note,1107,07-Jul-2024,Ukai TPS,239291.44,Dr,GCV shortfall 3036 vs 3100,07-Jul-2024
BV01108,Sales,1108,18-Jun-2024,Sikka TPS,7019079.67,Cr,supply against T-24-06,18-Jun-2024
BV01109,Sales,1109,26-Jun-2024,Sikka TPS,6745082.64,Cr,supply against T-24-06,26-Jun-2024
BV01110,Sales,1110,16-Jun-2024,Kutch,2063913.32,Cr,supply against C-24-21,16-Jun-2024
BV01111,Credit Note,1111,28-Jun-2024,Kutch,885587.68,Dr,GCV shortfall 2799 vs 3000,28-Jun-2024
BV01112,Sales,1112,21-Jun-2024,Morbi Cluster,3574549.34,Cr,supply against C-24-09,21-Jun-2024
BV01113,Sales,1113,08-Jun-2024,Ankleshwar,3254179.23,Cr,supply against C-24-13,08-Jun-2024
BV01114,Sales,1114,24-Jul-2024,Ukai TPS,5556484.63,Cr,supply against T-24-02,24-Jul-2024
BV01115,Credit Note,1115,31-Jul-2024,Ukai TPS,141531.37,Dr,GCV shortfall 3023 vs 3100,31-Jul-2024
BV01116,Sales,1116,07-Jul-2024,Ukai TPS,6221065.0,Cr,supply against T-24-02,07-Jul-2024
BV01117,Sales,1117,09-Jul-2024,Sikka TPS,8286304.15,Cr,supply against T-24-06,09-Jul-2024
BV01118,Sales,1118,05-Jul-2024,Sikka TPS,5898524.26,Cr,supply against T-24-06,05-Jul-2024
BV01119,Credit Note,1119,27-Jul-2024,Sikka TPS,540005.74,Dr,GCV shortfall 2840 vs 3100,27-Jul-2024
BV01120,Sales,1120,13-Jul-2024,Kutch,2806941.78,Cr,supply against C-24-21,13-Jul-2024
BV01121,Credit Note,1121,29-Jul-2024,Kutch,142559.22,Dr,GCV shortfall 2855 vs 3000,29-Jul-2024
BV01122,Sales,1122,21-Jul-2024,Morbi Cluster,3687232.16,Cr,supply against C-24-09,21-Jul-2024
BV01123,Sales,1123,20-Jul-2024,Ankleshwar,3297164.79,Cr,supply against C-24-13,20-Jul-2024
BV01124,Sales,1124,28-Jul-2024,Vapi,4042247.34,Cr,supply against C-24-17,28-Jul-2024
BV01125,Sales,1125,01-Sep-2024,Ukai TPS,5693011.61,Cr,supply against T-24-02,01-Sep-2024
BV01126,Sales,1126,31-Aug-2024,Ukai TPS,6154113.75,Cr,supply against T-24-02,31-Aug-2024
BV01127,Credit Note,1127,16-Sep-2024,Ukai TPS,50033.45,Dr,GCV shortfall 3075 vs 3100,16-Sep-2024
BV01128,Sales,1128,14-Aug-2024,Sikka TPS,6976589.97,Cr,supply against T-24-06,14-Aug-2024
BV01129,Credit Note,1129,30-Aug-2024,Sikka TPS,102764.83,Dr,GCV shortfall 3055 vs 3100,30-Aug-2024
BV01130,Sales,1130,11-Aug-2024,Sikka TPS,7148014.47,Cr,supply against T-24-06,11-Aug-2024
BV01131,Sales,1131,29-Aug-2024,Kutch,3271259.31,Cr,supply against C-24-21,29-Aug-2024
BV01132,Sales,1132,26-Aug-2024,Morbi Cluster,3713316.15,Cr,supply against C-24-09,26-Aug-2024
BV01133,Sales,1133,08-Aug-2024,Ankleshwar,2954267.02,Cr,supply against C-24-13,08-Aug-2024
BV01134,Credit Note,1134,28-Aug-2024,Ankleshwar,87567.98,Dr,GCV shortfall 3205 vs 3300,28-Aug-2024
BV01135,Sales,1135,20-Aug-2024,Vapi,4448586.35,Cr,supply against C-24-17,20-Aug-2024
BV01136,Sales,1136,17-Sep-2024,Ukai TPS,11640306.35,Cr,supply against T-24-02,17-Sep-2024
BV01137,Sales,1137,30-Sep-2024,Sikka TPS,7277671.43,Cr,supply against T-24-06,30-Sep-2024
BV01138,Sales,1138,13-Sep-2024,Sikka TPS,7367131.48,Cr,supply against T-24-06,13-Sep-2024
BV01139,Sales,1139,18-Sep-2024,Kutch,2953433.67,Cr,supply against C-24-21,18-Sep-2024
BV01140,Sales,1140,23-Sep-2024,Morbi Cluster,3307449.34,Cr,supply against C-24-09,23-Sep-2024
BV01141,Credit Note,1141,05-Oct-2024,Morbi Cluster,239972.66,Dr,GCV shortfall 3170 vs 3400,05-Oct-2024
BV01142,Sales,1142,17-Sep-2024,Ankleshwar,3432664.71,Cr,supply against C-24-13,17-Sep-2024
BV01143,Sales,1143,13-Sep-2024,Vapi,3811283.44,Cr,supply against C-24-17,13-Sep-2024
BV01144,Credit Note,1144,04-Oct-2024,Vapi,148491.56,Dr,GCV shortfall 3080 vs 3200,04-Oct-2024
BV01145,Sales,1145,10-Oct-2024,Ukai TPS,13134856.78,Cr,supply against T-24-02,10-Oct-2024
BV01146,Sales,1146,10-Oct-2024,Sikka TPS,7343831.55,Cr,supply against T-24-06,10-Oct-2024
BV01147,Sales,1147,18-Oct-2024,Sikka TPS,7519226.92,Cr,supply against T-24-06,18-Oct-2024
BV01148,Sales,1148,18-Oct-2024,Kutch,3170713.57,Cr,supply against C-24-21,18-Oct-2024
BV01149,Sales,1149,14-Oct-2024,Morbi Cluster,3465294.83,Cr,supply against C-24-09,14-Oct-2024
BV01150,Credit Note,1150,05-Nov-2024,Morbi Cluster,64364.37,Dr,GCV shortfall 3338 vs 3400,05-Nov-2024
BV01151,Sales,1151,21-Oct-2024,Ankleshwar,3013260.19,Cr,supply against C-24-13,21-Oct-2024
BV01152,Credit Note,1152,09-Nov-2024,Ankleshwar,28574.81,Dr,GCV shortfall 3269 vs 3300,09-Nov-2024
BV01153,Sales,1153,30-Oct-2024,Vapi,3927601.83,Cr,supply against C-24-17,30-Oct-2024
BV01154,Credit Note,1154,20-Nov-2024,Vapi,32173.17,Dr,GCV shortfall 3174 vs 3200,20-Nov-2024
BV01155,Sales,1155,11-Nov-2024,Ukai TPS,7646023.4,Cr,supply against T-24-02,11-Nov-2024
BV01156,Credit Note,1156,22-Nov-2024,Ukai TPS,4002912.6,Dr,GCV shortfall 2713 vs 3100,22-Nov-2024
BV01157,Sales,1157,13-Nov-2024,Sikka TPS,6636049.25,Cr,supply against T-24-06,13-Nov-2024
